Id,name,location,time,cost,services
8af0c841-a9c0-472c-b6cc-ea34c45c7136,Tour 3N2Đ Phú Yên mạo hiểm,Phú Yên,3N2Đ,6022000,"Bảo hiểm du lịch, Khách sạn 3*, Spa 30 phút, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
2548102a-578a-4703-aa55-8579b902f2b7,Tour 3N2Đ Hải Phòng núi rừng,Hải Phòng,3N2Đ,3705000,"1 bữa hải sản, Bảo hiểm du lịch, Kayak/đi thuyền, Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày"
0c669ad4-28c2-4ac7-8c89-30566d258919,Tour 3N2Đ Hải Phòng gia đình,Hải Phòng,3N2Đ,3763000,"Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 3*, Xe du lịch, Xe đưa đón, Ảnh kỷ niệm"
45b72512-1340-4100-899d-75c9e290b307,Tour 3N2Đ Trà Vinh nghỉ dưỡng,Trà Vinh,3N2Đ,2723000,"1 bữa hải sản, Khách sạn 3*, Khách sạn 4*, Nước suối mỗi ngày, Spa 30 phút, Vé tham quan, Xe du lịch, Xe đưa đón"
0293a94a-bd64-40a6-b2c9-f1a3766133d0,Tour 4N3Đ Châu Đốc gia đình,Châu Đốc,4N3Đ,4766000,"Bảo hiểm du lịch, Hướng dẫn viên, Nước suối mỗi ngày, Spa 30 phút, Vé tham quan, Xe du lịch, Xe đưa đón"
42cf9f00-e95b-46a0-bc2c-256fa3ef33ef,Tour 6N5Đ Hà Nội mạo hiểm,Hà Nội,6N5Đ,5720000,"Bảo hiểm du lịch, Kayak/đi thuyền, Khách sạn 3*, Miễn phí xe đạp, Nước suối mỗi ngày, Spa 30 phút, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày"
a72886d3-dc05-43fd-ab85-f5b8160230f1,Tour 4N3Đ Buôn Ma Thuột núi rừng,Buôn Ma Thuột,4N3Đ,4390000,"1 bữa hải sản, Buffet sáng, Hướng dẫn viên, Khách sạn 3*, Nước suối mỗi ngày, Spa 30 phút, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay"
790ff352-6dee-4446-82d6-f2be194e38d7,Tour 3N2Đ Vũng Tàu núi rừng,Vũng Tàu,3N2Đ,6293000,"1 bữa hải sản, Bảo hiểm du lịch, Hướng dẫn viên, Khách sạn 4*, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
b9aeced9-9806-403f-8189-3057418ca54c,Tour 6N5Đ Tam Đảo văn hoá - lịch sử,Tam Đảo,6N5Đ,5006000,"1 bữa hải sản, Buffet sáng, Bảo hiểm du lịch, Khách sạn 3*, Khách sạn 4*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày"
47623e33-14e4-46c9-b585-7e8ba4cf1a06,Tour 5N4Đ Mỹ Tho gia đình,Mỹ Tho,5N4Đ,3266000,"Bảo hiểm du lịch, Khách sạn 3*, Khách sạn 4*, Miễn phí xe đạp, Nước suối mỗi ngày, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày, Ảnh kỷ niệm"
aca2b2f2-4b2a-4975-a361-1544e78c7bd2,Tour 5N4Đ Hạ Long ẩm thực,Hạ Long,5N4Đ,3559000,"Kayak/đi thuyền, Khách sạn 3*, Khách sạn 4*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Xe đưa đón, Ăn sáng hàng ngày"
6ea1cc0d-149d-41a6-9cae-e39c146a40bd,Tour 6N5Đ Đà Nẵng ẩm thực,Đà Nẵng,6N5Đ,6696000,"Buffet sáng, Bảo hiểm du lịch, Khách sạn 4*, Miễn phí xe đạp, Vé máy bay khứ hồi, Vé tham quan, Xe đón tiễn sân bay, Ăn sáng hàng ngày"
8003d095-8a5b-43b7-a0ff-c5e73ecf3580,Tour 5N4Đ Mỹ Tho núi rừng,Mỹ Tho,5N4Đ,3244000,"Bảo hiểm du lịch, Kayak/đi thuyền, Khách sạn 4*, Nước suối mỗi ngày, Vé tham quan, Xe du lịch, Ăn sáng hàng ngày"
